,files,label
0,AnnualCrop_1.jpg,AnnualCrop
1,AnnualCrop_10.jpg,AnnualCrop
2,AnnualCrop_100.jpg,AnnualCrop
3,AnnualCrop_1000.jpg,AnnualCrop
4,AnnualCrop_1001.jpg,AnnualCrop
5,AnnualCrop_1002.jpg,AnnualCrop
6,AnnualCrop_1003.jpg,AnnualCrop
7,AnnualCrop_1004.jpg,AnnualCrop
8,AnnualCrop_1005.jpg,AnnualCrop
9,AnnualCrop_1006.jpg,AnnualCrop
10,AnnualCrop_1007.jpg,AnnualCrop
11,AnnualCrop_1008.jpg,AnnualCrop
12,AnnualCrop_1009.jpg,AnnualCrop
13,AnnualCrop_101.jpg,AnnualCrop
14,AnnualCrop_1010.jpg,AnnualCrop
15,AnnualCrop_1011.jpg,AnnualCrop
16,AnnualCrop_1012.jpg,AnnualCrop
17,AnnualCrop_1013.jpg,AnnualCrop
18,AnnualCrop_1014.jpg,AnnualCrop
19,AnnualCrop_1015.jpg,AnnualCrop
20,AnnualCrop_1016.jpg,AnnualCrop
21,AnnualCrop_1017.jpg,AnnualCrop
22,AnnualCrop_1018.jpg,AnnualCrop
23,AnnualCrop_1019.jpg,AnnualCrop
24,AnnualCrop_102.jpg,AnnualCrop
25,AnnualCrop_1020.jpg,AnnualCrop
26,AnnualCrop_1021.jpg,AnnualCrop
27,AnnualCrop_1022.jpg,AnnualCrop
28,AnnualCrop_1023.jpg,AnnualCrop
29,AnnualCrop_1024.jpg,AnnualCrop
30,AnnualCrop_1025.jpg,AnnualCrop
31,AnnualCrop_1026.jpg,AnnualCrop
32,AnnualCrop_1027.jpg,AnnualCrop
33,AnnualCrop_1028.jpg,AnnualCrop
34,AnnualCrop_1029.jpg,AnnualCrop
35,AnnualCrop_103.jpg,AnnualCrop
36,AnnualCrop_1030.jpg,AnnualCrop
37,AnnualCrop_1031.jpg,AnnualCrop
38,AnnualCrop_1032.jpg,AnnualCrop
39,AnnualCrop_1033.jpg,AnnualCrop
40,AnnualCrop_1034.jpg,AnnualCrop
41,AnnualCrop_1035.jpg,AnnualCrop
42,AnnualCrop_1036.jpg,AnnualCrop
43,AnnualCrop_1037.jpg,AnnualCrop
44,AnnualCrop_1038.jpg,AnnualCrop
45,AnnualCrop_1039.jpg,AnnualCrop
46,AnnualCrop_104.jpg,AnnualCrop
47,AnnualCrop_1040.jpg,AnnualCrop
48,AnnualCrop_1041.jpg,AnnualCrop
49,AnnualCrop_1042.jpg,AnnualCrop
50,AnnualCrop_1043.jpg,AnnualCrop
51,AnnualCrop_1044.jpg,AnnualCrop
52,AnnualCrop_1045.jpg,AnnualCrop
53,AnnualCrop_1046.jpg,AnnualCrop
54,AnnualCrop_1047.jpg,AnnualCrop
55,AnnualCrop_1048.jpg,AnnualCrop
56,AnnualCrop_1049.jpg,AnnualCrop
57,AnnualCrop_105.jpg,AnnualCrop
58,AnnualCrop_1050.jpg,AnnualCrop
59,AnnualCrop_1051.jpg,AnnualCrop
60,AnnualCrop_1052.jpg,AnnualCrop
61,AnnualCrop_1053.jpg,AnnualCrop
62,AnnualCrop_1054.jpg,AnnualCrop
63,AnnualCrop_1055.jpg,AnnualCrop
64,AnnualCrop_1056.jpg,AnnualCrop
65,AnnualCrop_1057.jpg,AnnualCrop
66,AnnualCrop_1058.jpg,AnnualCrop
67,AnnualCrop_1059.jpg,AnnualCrop
68,AnnualCrop_106.jpg,AnnualCrop
69,AnnualCrop_1060.jpg,AnnualCrop
70,AnnualCrop_1061.jpg,AnnualCrop
71,AnnualCrop_1062.jpg,AnnualCrop
72,AnnualCrop_1063.jpg,AnnualCrop
73,AnnualCrop_1064.jpg,AnnualCrop
74,AnnualCrop_1065.jpg,AnnualCrop
75,AnnualCrop_1066.jpg,AnnualCrop
76,AnnualCrop_1067.jpg,AnnualCrop
77,AnnualCrop_1068.jpg,AnnualCrop
78,AnnualCrop_1069.jpg,AnnualCrop
79,AnnualCrop_107.jpg,AnnualCrop
80,AnnualCrop_1070.jpg,AnnualCrop
81,AnnualCrop_1071.jpg,AnnualCrop
82,AnnualCrop_1072.jpg,AnnualCrop
83,AnnualCrop_1073.jpg,AnnualCrop
84,AnnualCrop_1074.jpg,AnnualCrop
85,AnnualCrop_1075.jpg,AnnualCrop
86,AnnualCrop_1076.jpg,AnnualCrop
87,AnnualCrop_1077.jpg,AnnualCrop
88,AnnualCrop_1078.jpg,AnnualCrop
89,AnnualCrop_1079.jpg,AnnualCrop
90,AnnualCrop_108.jpg,AnnualCrop
91,AnnualCrop_1080.jpg,AnnualCrop
92,AnnualCrop_1081.jpg,AnnualCrop
93,AnnualCrop_1082.jpg,AnnualCrop
94,AnnualCrop_1083.jpg,AnnualCrop
95,AnnualCrop_1084.jpg,AnnualCrop
96,AnnualCrop_1085.jpg,AnnualCrop
97,AnnualCrop_1086.jpg,AnnualCrop
98,AnnualCrop_1087.jpg,AnnualCrop
99,AnnualCrop_1088.jpg,AnnualCrop
100,AnnualCrop_1089.jpg,AnnualCrop
101,AnnualCrop_109.jpg,AnnualCrop
102,AnnualCrop_1090.jpg,AnnualCrop
103,AnnualCrop_1091.jpg,AnnualCrop
104,AnnualCrop_1092.jpg,AnnualCrop
105,AnnualCrop_1093.jpg,AnnualCrop
106,AnnualCrop_1094.jpg,AnnualCrop
107,AnnualCrop_1095.jpg,AnnualCrop
108,AnnualCrop_1096.jpg,AnnualCrop
109,AnnualCrop_1097.jpg,AnnualCrop
110,AnnualCrop_1098.jpg,AnnualCrop
111,AnnualCrop_1099.jpg,AnnualCrop
112,AnnualCrop_11.jpg,AnnualCrop
113,AnnualCrop_110.jpg,AnnualCrop
114,AnnualCrop_1100.jpg,AnnualCrop
115,AnnualCrop_1101.jpg,AnnualCrop
116,AnnualCrop_1102.jpg,AnnualCrop
117,AnnualCrop_1103.jpg,AnnualCrop
118,AnnualCrop_1104.jpg,AnnualCrop
119,AnnualCrop_1105.jpg,AnnualCrop
120,AnnualCrop_1106.jpg,AnnualCrop
121,AnnualCrop_1107.jpg,AnnualCrop
122,AnnualCrop_1108.jpg,AnnualCrop
123,AnnualCrop_1109.jpg,AnnualCrop
124,AnnualCrop_111.jpg,AnnualCrop
125,AnnualCrop_1110.jpg,AnnualCrop
126,AnnualCrop_1111.jpg,AnnualCrop
127,AnnualCrop_1112.jpg,AnnualCrop
128,AnnualCrop_1113.jpg,AnnualCrop
129,AnnualCrop_1114.jpg,AnnualCrop
130,AnnualCrop_1115.jpg,AnnualCrop
131,AnnualCrop_1116.jpg,AnnualCrop
132,AnnualCrop_1117.jpg,AnnualCrop
133,AnnualCrop_1118.jpg,AnnualCrop
134,AnnualCrop_1119.jpg,AnnualCrop
135,AnnualCrop_112.jpg,AnnualCrop
136,AnnualCrop_1120.jpg,AnnualCrop
137,AnnualCrop_1121.jpg,AnnualCrop
138,AnnualCrop_1122.jpg,AnnualCrop
139,AnnualCrop_1123.jpg,AnnualCrop
140,AnnualCrop_1124.jpg,AnnualCrop
141,AnnualCrop_1125.jpg,AnnualCrop
142,AnnualCrop_1126.jpg,AnnualCrop
143,AnnualCrop_1127.jpg,AnnualCrop
144,AnnualCrop_1128.jpg,AnnualCrop
145,AnnualCrop_1129.jpg,AnnualCrop
146,AnnualCrop_113.jpg,AnnualCrop
147,AnnualCrop_1130.jpg,AnnualCrop
148,AnnualCrop_1131.jpg,AnnualCrop
149,AnnualCrop_1132.jpg,AnnualCrop
150,AnnualCrop_1133.jpg,AnnualCrop
151,AnnualCrop_1134.jpg,AnnualCrop
152,AnnualCrop_1135.jpg,AnnualCrop
153,AnnualCrop_1136.jpg,AnnualCrop
154,AnnualCrop_1137.jpg,AnnualCrop
155,AnnualCrop_1138.jpg,AnnualCrop
156,AnnualCrop_1139.jpg,AnnualCrop
157,AnnualCrop_114.jpg,AnnualCrop
158,AnnualCrop_1140.jpg,AnnualCrop
159,AnnualCrop_1141.jpg,AnnualCrop
160,AnnualCrop_1142.jpg,AnnualCrop
161,AnnualCrop_1143.jpg,AnnualCrop
162,AnnualCrop_1144.jpg,AnnualCrop
163,AnnualCrop_1145.jpg,AnnualCrop
164,AnnualCrop_1146.jpg,AnnualCrop
165,AnnualCrop_1147.jpg,AnnualCrop
166,AnnualCrop_1148.jpg,AnnualCrop
167,AnnualCrop_1149.jpg,AnnualCrop
168,AnnualCrop_115.jpg,AnnualCrop
169,AnnualCrop_1150.jpg,AnnualCrop
170,AnnualCrop_1151.jpg,AnnualCrop
171,AnnualCrop_1152.jpg,AnnualCrop
172,AnnualCrop_1153.jpg,AnnualCrop
173,AnnualCrop_1154.jpg,AnnualCrop
174,AnnualCrop_1155.jpg,AnnualCrop
175,AnnualCrop_1156.jpg,AnnualCrop
176,AnnualCrop_1157.jpg,AnnualCrop
177,AnnualCrop_1158.jpg,AnnualCrop
178,AnnualCrop_1159.jpg,AnnualCrop
179,AnnualCrop_116.jpg,AnnualCrop
180,AnnualCrop_1160.jpg,AnnualCrop
181,AnnualCrop_1161.jpg,AnnualCrop
182,AnnualCrop_1162.jpg,AnnualCrop
183,AnnualCrop_1163.jpg,AnnualCrop
184,AnnualCrop_1164.jpg,AnnualCrop
185,AnnualCrop_1165.jpg,AnnualCrop
186,AnnualCrop_1166.jpg,AnnualCrop
187,AnnualCrop_1167.jpg,AnnualCrop
188,AnnualCrop_1168.jpg,AnnualCrop
189,AnnualCrop_1169.jpg,AnnualCrop
190,AnnualCrop_117.jpg,AnnualCrop
191,AnnualCrop_1170.jpg,AnnualCrop
192,AnnualCrop_1171.jpg,AnnualCrop
193,AnnualCrop_1172.jpg,AnnualCrop
194,AnnualCrop_1173.jpg,AnnualCrop
195,AnnualCrop_1174.jpg,AnnualCrop
196,AnnualCrop_1175.jpg,AnnualCrop
197,AnnualCrop_1176.jpg,AnnualCrop
198,AnnualCrop_1177.jpg,AnnualCrop
199,AnnualCrop_1178.jpg,AnnualCrop
200,AnnualCrop_1179.jpg,AnnualCrop
201,AnnualCrop_118.jpg,AnnualCrop
202,AnnualCrop_1180.jpg,AnnualCrop
203,AnnualCrop_1181.jpg,AnnualCrop
204,AnnualCrop_1182.jpg,AnnualCrop
205,AnnualCrop_1183.jpg,AnnualCrop
206,AnnualCrop_1184.jpg,AnnualCrop
207,AnnualCrop_1185.jpg,AnnualCrop
208,AnnualCrop_1186.jpg,AnnualCrop
209,AnnualCrop_1187.jpg,AnnualCrop
210,AnnualCrop_1188.jpg,AnnualCrop
211,AnnualCrop_1189.jpg,AnnualCrop
212,AnnualCrop_119.jpg,AnnualCrop
213,AnnualCrop_1190.jpg,AnnualCrop
214,AnnualCrop_1191.jpg,AnnualCrop
215,AnnualCrop_1192.jpg,AnnualCrop
216,AnnualCrop_1193.jpg,AnnualCrop
217,AnnualCrop_1194.jpg,AnnualCrop
218,AnnualCrop_1195.jpg,AnnualCrop
219,AnnualCrop_1196.jpg,AnnualCrop
220,AnnualCrop_1197.jpg,AnnualCrop
221,AnnualCrop_1198.jpg,AnnualCrop
222,AnnualCrop_1199.jpg,AnnualCrop
223,AnnualCrop_12.jpg,AnnualCrop
